,text,sarcasm_label
1746,#bibotour & #champwithin founder @traciscampbell on @WCIU_YouAndMe w/dancers Ricky & Gracey #chicago #women,0
1747,"You're any moment, every second,|Every scent and every flower|As a girl.",0
1748,find ONE local PD that reported an 80% drop @RBRNetwork1 @TheOldBreed1775 @Dolphin__Man @Joseph_WarrenDR @jus1314tin @CoutoPanda,0
1749,This should be fun next spring.  http://t.co/nb63wOUmKE,1
1750,Chillax Bitches. :face_with_stuck-out_tongue_and_tightly-closed_eyes: why is my face so squished. #fireball http://t.co/2J6NiWuIPJ,0
1751,"@cnsnews @AnnCoulter Obamanomics: FS & Unemployment Insurance is ""economic stimulus"". FT to PT work frees us to follow our dreams.",0
1752,"@greateranglia really well done. Another short formation, so I get to stand for the 3rd day in a row from Kel to LLS 7:18. Thanks ",1
1753,More  in winning a sweet hamper at a Christmas fete the day after a jellybean damaged a tooth!,1
1754,Getting my shit together in 2015 like........ #2015isthenewturnup #myboos #funtimes #makingmemories... http://t.co/elqmUTDtwS,0
1755,Ahhh Finals week.... I'll throw a kegger at my house for all the survivors :skull::skull::skull: #Motivating  #RIP,1
1756,Such a fun day in the lib studying Econ for 14 hours.. can't wait to do it again tomorrow  #ThisIsMiserable,1
1757,@Sherrod_Small As the only black listener to the @OpieandJimmy show...Love having you on it!!#RaceWars,0
1758,"Dear Dr. Diaz, gravity does not exist, Einstein got it wrong. I wrote a book explaining my theory, let me know if you want to read it ",1
1759,"@JHill_Official @brianfriedman @OK_Magazine outta the boardroom, I to the partay!! #luvvit",0
1760,Lots if love for #Miranda ,1
1761,I just earned the 'Photogenic Brew (Level 21)' badge on @untappd! http://t.co/3slfluggKx,0
1762,"pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc",0
1763,"Workaholics: if you're sick, don't let that stop you from bringing your germs into the office. We all appreciate your commitment. ",1
1764,"James Burke Connections, Episode 7 A Special Place: http://t.co/tp7MwdvwCW via @YouTube #This is  /-\ #DRILL <()>",0
1765,@SR_Duncan @JojoKaliski I love how JoJo has kept it classy....,1
1766,"Quel domage  RT @CFL_News: No Canada: Bills in TO series, which was a colossal flop, has been cancelled http://t.co/LBIF1WE2pW #CFL #NFL",1
1767,@ZafShabir and a strut to boot,0
1768,@BillPowers9  but if we all hold hands and sing Kumbaya they won't hate us! ,1
1769,"There's no such thing as ""too much ammo""",0
1770,Those Amarillo hops make it just right #goldilocks - Drinking a Tour de Fall @ Memphis' Pint & Dram - http://t.co/ZEVvcvjrR5 #photo,0
1771,@Official_NFFC #spinless#gutless  acceptable,0
1772,Good to see Tomas Rosicky playing tdae #ARSvQPR,0
1773,Really love when the @DASHBus  is over five minutes late on the cold days. Feels like Metro! ,1
1774,"@aleciamarie21 @DonnieWahlberg is it bad that after my ""happy Preds won"" :party_popper: dance my first thought was Donnie?! :grinning_face_with_smiling_eyes::speak-no-evil_monkey:",0
1775,@BestProAdvice: http://t.co/yRl7MbKNzB  true....you can't replace your one and only mam.,0
1776,Photo: Cheers! #vodka #mother #energy #drink #tipsy #on #one #drink #Cadbury  #alcoholic #Friday... http://t.co/9nIao1XChp,1
1777,"@EthanSnaps Just what the Bears need... A sense of urgency at QB position, using top pick at QB position ",1
1778,"Take me to church...,.",0
1779,"Wow thanks for the good vibes right before my exam, parents. ",1
1780,@the_angry_ranga @UberFacts For the masses. I love it.,0
1781,@14_CeRivera I never study lolz. I've been working on a presentation thats due tomorrow and I just now started:smiling_face_with_open_mouth_and_cold_sweat:,0
1782,@TheBodyShopUK I dont know what it is but I'm in love your products Christmas heaven! #love #skincare #beauty :thumbs_up_sign::green_heart::bath:. http://t.co/ROUQLlla1f,0
1783,@LizardPatrol wow u brought down xbox live arnt you amazing  why don't you do something more productive like grow up,1
1784,"On a good note, only 49 more days until #Scandal.  :crying_face::crying_face:",1
1785,Wow I love having 3 essays due in the next 3 weeks ,1
1786,@Sanisanko Sig-ni-fi-cant witter ,1
1787,Fuse blown in the media room! Too much hallway vacuuming. Chaos about to break loose. #CanCup ,1
1788,"@GIBiz @MonsieurHutt Porn!? Where where?? Move that naked woman, I can't see where the porn is!| #games",1
1789,Why does Zayn look like a Spanish flamingo dancer,0
1790,".@ShawnaTova Computing, the Internet, personal computers & smart phones were all invented by that ""pond scum""  @addictionguy",1
1791,@MrHepzn @janr572 The kindness of strangers!,0
1792,Wow I love school  http://t.co/8Knui6m2nc,1
1793,@maryeags everyone just wants to be you your just sooooo cool ,1
1794,FINALLY TAKEN To the gir love  #heartbroken 12~19~14,1
1795,watching Elf was a prime decision tonight,0
1796,How Badly Do You Need That Burrito? (That's sounds naughty) http://t.co/U3YojBgmRQ #burrito ,0
1797,I love waking up late and sick during dead week. #thebest ,1
1798,way to prove that women are more than just breasts & an ass...  :unamused_face:,1
1799,waking up congested/not being able to breathe is a great feeling.  :expressionless_face:,1
1800,my life won't be complete until I meet @Theresacaputo :two_hearts:,0
1801,Just got the message I need to start working at another location. Brilliant!  now rushing towards second location. Oh god I hate Mondays,1
1802,".Thanks to Kanye, McCartney will finally get that big break he's been waiting for. No more dumpster diving for him.  #caring",1
1803,"@jwalmsley10 very clever jack! Changed the word ""big"" to ""no"",go to bed feeling like you've made a difference to society #youareagenius ",1
1804,*gasp* The girls are at a rehearsal studio today? You don't say... Hmmm wonder what on earth for? :frog_face::hot_beverage:️  #MTVStars Little Mix,1
1805,@Neilby70 yeah not to bad been asleep most of it my backs been playing up so been on strong painkillers that knock me out :see-no-evil_monkey:,0
1806,There's nothing better than the feeling of being loved :unamused_face: lol nothing :thumbs_up_sign: ,1
1807,@LipsbyCarla @IAmSteveHarvey I won't be pledging anytime soon...why are these GROWN women competing..AKA vs DELTA...crabs in a barrel..SAD,0
1808,A #Meme for your #Monday! #MemeMonday #Obama #Obamacare #AcidReflux  #StandUpShot #JokeoftheDay #Comedy http://t.co/C67x0Iq4CT,0
1809,"Digital drumsticks, thanks Grandma and Grandpa  http://t.co/srMIfk2hWN",1
1810,#Congratulations to the #Hashemite #Kingdom of #Jordan under the wise leadership of #His #Majesty #King #Abdullah II on the #New #Year 2015!,0
1811,Gotta go back to work tonight,0
1812,"Math presentation, ap history test, ap science test, and whatever the hell we're doing in Asgill... Today should be fun! ",1
1813,If that's Man U at its best they have much bigger problems than us ;) #saintsfc. Then again we're still 5th #noproblem,0
1814,Even Soweto TV didn't bother to show these fvcken awards...useless to the bone..go figure,0
1815,"Pain is inevitable, suffering is optional|#Anonymous",0
1816,How DARE somebody exercise their freedom to protest and freedom of speech. ,1
1817,What I learned today??? You can choose to live a fearless life. #iam #fearfree  #fearfull,0
1818,"@Fit_Motivator: I learned that if you want to make it bad enough, no matter how bad it is, you can make it. -Gale Sayers  #Wise",0
1819,SEC crew doing some quality officiating in the penn state game. . How do you miss that terrible block in the back?,1
1820,"#Legend says if you stand in front of a mirror+say ""I can't even"" 3 times, a girl in #yogapants will appear+give you a pumpkin spice latte.",0
1821,Photo: Invoices have been sent out... http://t.co/wZlnwsRjeL,0
1822,"Read at http://t.co/HbeAb2hklW the news '#Media #Struggle #to #Save #Obama,  #the #Country'",0
1823,Lol well done swans ,1
1824,Just found the picture of lisazamorano trying to kill me #bff at our #seniorbrunch @ Moutain Meadows http://t.co/Z7DSE9tt3h,0
1825,"@reubenzj Unfortunately not, hey. Daddy didn't think his daughter'd be into gaming or FIFA.  youraveragedaddysgirl",0
1826,My dream is to celebrate Christmas with you :smiling_face_with_heart-shaped_eyes:,0
1827,@eskimodave yup.. Few weeks in NZ mucking about then some time in Fiji dodging sharks.,0
1828,My dogs like to be nice and toasty while relaxing at home #adorable #puppy #socute #icant http://t.co/jCW9WYwC30,0
1829,Hashtags are great idk why everyone stopped using them #jk  #bye,1
1830,@bonka10 @PopsMcDaddy come on Graham / Thomas!,0
1831,"Today stats: 5 followers, 8 unfollowers and followed 2 people via http://t.co/Xk07IiC3Mv",0
1832,I had the best New Years!!!! Spent it with the people I love & I fucking loved it! :smiling_face_with_heart-shaped_eyes: Such a happy camper right now! :face_with_stuck-out_tongue_and_tightly-closed_eyes::green_heart::heavy_black_heart:️,0
1833,@m1897 haha I also had 2... cheers bro !!!,0
1834,@TeamWadiCamacho @wadicamacho Even better let's see if Wadi Camacho man's up and fights @JamieOneball ,0
1835,Lol at people saying they're turning 13 this year when did I start following kids #sorry,0
1836,On my TL I see a Somerholic that unfollowed me tweeting retweet if you're a Somerholic to see how many are there.also i'm not allowed ,1
1837,"@jopage_ I've had three boys, breastfed them all for about a year each and never had to do it out when I was out!  necessary",0
1838,I would LOVE to touch an anaconda! Jump on that thang and ride it like a horse! #EatenAlive,0
1839,Photo: #whynot? #why #pop#art #artist @whirleytimes #whirleyshot #whirleystudio #sharpie #acrylics... http://t.co/5CEDFL7SHL,0
1840,"A MAN MUST HAVE (3) F's TO GET a A IN LIFE: FORTITUDE, FOCUS, & FINANCES. http://t.co/3IY91CxWP0 @AlimHagan",0
1841,Aaand the hits just keep on coming. #BadDay ,0
1842,".@JaniceDean, Michael Bloomberg will be wearing his speedo for the #GlobalWarming with his bodyguards.  @FoxNews ",1
1843,"#Kaley Cuoco-Sweeting #apologises #for #saying she's  #a #feminist: Kaley Cuoco-Sweeting, pictured with her... http://t.co/6ZAn7uxtKp",0
1844," Obama's $1,176,120.90 in Taxpayer Funded Costs to Attend Political Fundraisers in Los Angeles, San Francisco http://t.co/2PmAt1l7rO",1
1845,11:11 - say something stupid. ||Oh... You beat me to it.,0
1846,#notcies #eu End to fish discards delayed - End to fish discards delayed Copyright EP 2013. From: Eu Reporter Vie... http://t.co/tneK7j3Jc9,0
1847,I'm not really sure how I'm still alive and writing this paper right. Napping instead of sleeping on the weekends isn't cutting it #finals,0
1848,"@StuartScott @espn Rest well Stuart, you were a man of grace & courage. May your family find peace.",0
1849,@WeeRockWhisky apricots pears and boozy Belgian goodness. A winter warmer.,0
1850,Couldn't have asked for a better night.,0
1851,@The_Macallan @WeeRockWhisky patio tumbler goodness #Mac12days,0
1852,"He looks a decent bowler. Not really a 5th bowler, but, in a balanced side potentially 6th bowler Styris on HSohail. #pakvnz ",0
1853,"hit 1000 follower on instagram, ive officially made it in life ",1
1854,Look! It's a white Christmas after all!  #MinnesotaProblems http://t.co/fFGDuJxgBj,1
1855,"@JoeUnseen @NBAtheist |""Colored?"" |Don't they prefer ""negro"" now?|",1
1856,It's not possible to have enough time,0
1857,Library computer has frozen again #shocker ,1
1858,"BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP  #MufflerMan http://t.co/eMUWoK00Tl",1
1859,My last final today then straight to my surgeons #WhatAGoodWeek ,1
1860,Ariana Grandes makeup is always sooo flawless :speak-no-evil_monkey:,0
1861,Remember when I ran 14 miles on 90 min of sleep this summer? I've got a 14+ hour day on about two hours of sleep. This'll be fun. ,1
1862,"I was going 2 post my opinions on#obama#cuba but i will save it , till after his #speech. #peacemaker ",1
1863,Lighting now setup on the #Malawi #Aquarium... Water tomorrow! #Cichlids #NoFilter #MarineWhite http://t.co/7VWnRNzgCk,0
1864,Good thing we have an ace like Clay Bucholz who is proven to be durable and consistent.............. HAHA.,1
1865,"OK, OK, GEEZ! I KNOW ALREADY! @itzwikipedia @engrossingfacts @mysteriousfact #totally  #repetetive http://t.co/WKbijSPVtL",0
1866,"@_XenaaSkky I.e., strength in numbers, focused movement, appeal to other countries, use pens and paper, change the way we live drastically.",0
1867,"@KbJ5: Things to complain about on Christmas day. I have a pimple in my ear"" @Delakotze #ThanksObama""  #LegitReasonToComplain",1
1868,@RenuGill_x someone's on the defensive...if the shoe fits :frog_face::hot_beverage:️,0
1869,Left home at 7.30am and still trying to get to work. I just want to cry!! #happymonday ,1
1870,"It's pretty amazing that in 'The Land of the Free', people are debating if we should feel safe around our police. ",1
1871,"@whittmj1128 @Johnubacon @SamWebb77 this is true, the Patriots, Packers, or Broncos could suddenly need a new coach  #itshappening",1
1872,"#Sopping #wet|#Squishing #mud #between #toes...||Well, why ...|#Swimming in a #mud #puddle",0
1873," I don't know why it's so fun, but it is. cx I could probably think and find out, but yeah. No. xD",0
1874,"@bluedemloyalty , former Chairwoman, US Commission on Civil Rights",0
1875,Tomorrow is the day I'm coming back to Florida for good .... :(  unless something changes in  the next 24hrs which I doubt   #ready,0
1876,@RabbiJason @JewishNewsDet By definition placing money on the outcome of anything is gambling! Choosing to deny this is self delusion,0
1877,Such a long day :/ #wrecked,0
1878,The downside to working in fisheries and conservation is that you can rarely afford the cool things that promote your job ,1
1879, #adanisJet lol @kapsology: Irony committed suicide jumping from Adani's jet! #LoveJihad & #Gharwapsi orphaned! http://t.co/SmP0QQfHdD,0
1880,Just gave Imperfecto a 3.5/5 rating on @Zomato http://t.co/ZASH9jjB4x,0
1881,"@HELENOHENZO Your not understanding something, does  make you an expert in the field.",0
1882,One of many reasons I dislike #Alabama fans. #auburn #RollTide #myass #jakellmitchell http://t.co/ntk85ngOeG,0
1883,I'm so glad I work a double on New Year's Eve and then most of New Year's Day...  #pissed,1
1884,"@PompeyAirways yeah, and you ignored my point...",0
1885,@KevinnCyrus lol of course it's the best!! ,1
1886,"@jodalatour @FoxNews Would you have said in the 1800s, ""Why is GOP against Africans being brought here? Do any of them want to pick cotton?""",0
1887,"@kaist455 Oh, come on. Give her a chance with her trust worthy SNS warriors and her followers in that ""Uber-Right wing"" portal. ",1
1888,So that went well ,1
1889,"@TobiasHellquist wow, that is some fluent finnish ",1
1890,#SocialMedia Where it's perfectly normal to talk to people in pictures ! ,1
1891,"@Cyclocosm Hey, he DOES have the word ""ban"" on his home page like two or three times though. #AcknowledgementIsFirstStep ",1
1892,"@TheGoodGodAbove Re: Xmas: ""Christmas"" is itself an abbreviation of ""Christ's Mass.""  @ThatKevinSmith http://t.co/5CGoJWvlTL",1
1893,@MauriceFosso now that's just mean.  #sorrynotsorry,1
1894,How do we end up talking? ..oh wait..we don't talk..whooops #cutestcouple ,1
1895,A year ago this would be just a writing on a t-shirt  anymore all thanks to @SFSLacrosse @wwpinc #MerryXmas http://t.co/5cpSuJFkmX,0
1896,Goodie bags for 2nd grade are done! #whatsnext?,0
1897,"But nooooo we have religious freedoms, no one ever gets controlled or oppressed by a dominant religion ",1
1898,Good luck today DJ Durkin. It is NOT great to be a Florida gator. | |#fuckUF,1
1899,And then there was none. Goodbye beard (of sorts) #MensFashion  http://t.co/OXvQMOBzSB,1
1900,Horses are just hornless unicorns :O ||#enlightened #mystical #wow  #on #drugs,0
1901,Last day of the working week and let's see just how bad it can get! #positive ,1
1902,I wish a mf would :fisted_hand_sign::fisted_hand_sign:| my day!,0
1903,It's  #cute to be awake right now,0
1904,Angry-face #Leo #Kids #Fun #Face #Angry  http://t.co/w0MnWIGNrM,0
1905,@CjCarson17 only children at home status. Woohoo Isn't it fun...:unamused_face::pensive_face: ,1
1906,What wonderful weather we are having...I might need sunscreen today :smiling_face_with_sunglasses:  󾍁,1
1907,"But not a grocery store or pharmacy. Sensible.  ""@GRPress: Offices or apartments? owners of Monroe Avenue factory ponder options""",1
1908,At least my tan looks good :flushed_face::face_with_tears_of_joy:  need to learn to appreciate my pale skin :see-no-evil_monkey:,1
1909,well today is gonna be a great day :ok_hand_sign: ,1
1910, is too complex a word for him to understand @BigJdog916 @RBRNetwork1 @DywanWII,0
1911,67 is such a beauty :unamused_face:  #manitibaprobs,1
1912,"Cramps in the front, husbands knee in my back. Yeah. Sleep seems possible tonight.  #suckitmothernature",1
1913,FOR SHAME .. THIRD TIME ... Pregnant Duchess wears designer dress for the THIRD time in New York http://t.co/hKXpFkKWZ0 via @Femail ,1
1914,"@scholey89 Nah, I don't think he says 'f*ck' enough on that album!  #angryman #oldschool",1
1915,Gotta record my favorite show Tamar&Vince season finale!!!:purple_heart:,0
1916,Photo: Abstract Tribal Bubble Jumpsuit Size: s-xl Cost:$39.99 http://t.co/cj8njWXwNu,0
1917,Sums up my week really  #NursingLife #WorkingDaysAndNights http://t.co/X3vnjbiSsy,1
1918,@KSeaboldt The pace of KCRoyals activity at the Winter Meetings is giving me vertigo! ,1
1919,"says women & blacks are a different ""species"" @Dolphin__Man @RBRNetwork1 @HarryThetech76 @TimOwensby @TheOldBreed1775",0
1920,I literally get to pamper myself all day tomorrow and get cray with Julia and Raven in the Bay. #whatmorecouldaguyaskfor,0
1921,So excited to spend the next 12 hours at school. ,1
1922,The ER sucked tonight ... Urgent Care tomorrow .... YAY  #fml #ugh,1
1923,Too blessed to be stressed. So hype for next year! #HAILSTATE http://t.co/F80bfGO5vp,0
1924,Who dares to play this game? Lol #Shots #Sex #Fine #Tipsy #Drunk #Dead :face_with_tears_of_joy:  #NeedAGoodLaugh http://t.co/ETKxZpfv5X,0
1925,Still time 2 enter my @ModereUS sample #giveaway on my @YouTube channel! Check it out here http://t.co/4BUMuM2Rqh #modere #bbloggers #beauty,0
1926,Love waking up to grumpy people ,1
1927,"@businessinsider: T-Mobile's CEO thinks the Apple Watch is going to be huge http://t.co/i9nN1zTcGs <-- I do, too.",0
1928,So that was the inception episode. Down to the tangerine/ spinning top. Subtle. ,1
1929,i can always count on freshmen to make the library loud. THANKS ,1
1930,"@Parlett316 he's played 5 minutes, 0-4 from field, a steal and 2 fouls. that's it. that's all he's done.",0
1931,@ChuckCJohnson BREAKING: #realjournalist bullying major problem in nation's high schools. ,0
1932,"Looking forward to a nice and long 130km #cycle tomorrow, in the minus degree weather  #fool #festive500",1
1933,Might go back to bed it's easier then making the effort @PatrickRowe123   #wrong :face_with_tears_of_joy::loudly_crying_face:,0
1934,"@outsilver87 @LasVegasCapper Ya, because if history has told us anything, it's that betting on sports is a GREAT way to make money! ",1
1935,"@Devin_Heroux @CBCEyeopener @downtowncalgary was STUNNING today, wasn't it?",0
1936,@the_cheshirekat @TheLividPatriot Ya cause their country is calm and peaceful from Everyone arming themselves ,1
1937,@chriscomben @lexpersaud it's in my Priory contract to wear those. Hugely popular with Priory Ultras #does  #count #xxx,0
1938,White people are irrelevant at this point. The black community needs to rise ABOVE y'all are in control!!!!!! #truth,1
1939,Great start to the day ,1
1940,I'm fricken peachy today!! ,1
1941,@TheTweetOfGod Even you have to think the Religious Freedom Restoration Act in Michigan is ridiculous.,0
1942,@_Liam_Walker_ but  in term time my son........ :smiling_face_with_open_mouth_and_tightly-closed_eyes::smiling_face_with_sunglasses:,0
1943,Worth a read. On #Christians and the persecution they face. #equality #respect #sectarianviolence #countyourblessings http://t.co/EvTmzbljyK,0
1944,I may or may not be obsessed with the grinch :smirking_face:,0
1945,@RevArun @c_of_e Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2: https://t.co/cpJZkEgNe7,0
1946,@the_bearded_1 And when you overpay for that talent you get stuck w/ that talent. Which perpetuates the losing cycle the Cubs are in,0
1947,"@cnsnews Say it ain't so, Joe.  Who would imagine a government program fraught with fraud?  Has this ever happened before? ",1
1948,"@SUP3RFRUIT I think being gay is wrong, its like people chose to be gay just to piss off the magic old man that lives in the sky ",1
1949," - during @CNNReliable criticism of @RollingStone , a promo for a special featuring #BillCosby ""#rape victims"" airs. #Hypocrites",1
1950,"If #PMHarper gets reelected, these r the possibilities: he & #CPC cheated (again); #Canada has a collective #StockholmSyndrome; we're doomed",0
1951,trivia crack is taking over my life.,0
1952,@lcooney @Orthorize @drjmetz @WykdWench awesome! :),0
1953,What an amazing start to the weekend!  #ohgoditsfridayagain,1
1954,@TheVampsband who doesn't?? ,1
1955,"Canny wait to get my new phone, sneaks and clothes on thursday #payday #would #be #rude  #too",0
1956,Rocking the Christmas socks at work. It's the little things like this that make me happy. #essentialservice :father_christmas::christmas_tree: http://t.co/E5jqetthIt,0
1957,Not felt this I'll since I was in kos! Eugh a great end to a great week......  #beenshite #killme,1
1958,"My grandma gulping her hot coco loudly and my mom goes: ""you gulping over there?"" My grandma: ""no I'm queefing""  #HAHA",1
1959,So glad they've found a way to make the gospel socially relevant to klingons!  http://t.co/rKSId5vFkc,1
1960,"O_o ummm...so, like?? ||RT""@Redskins: From our family to yours, have a safe and #HappyThanksgiving http://t.co/LUeMYFptnh""",0
1961,My death will likely be caused by  at the wrong time.,0
1962,"@BenVolin @ArashMarkazi Everybody just keeps saying ""Gronk and large contingent of Patriots."" Who else is there with Rob?",0
1963,"Dad and step mom bitching at each other, now it's Christmas :smiling_face_with_smiling_eyes::christmas_tree::face_with_look_of_triumph:  #ugh",1
1964,internet got me like :weary_face: #stillalive  http://t.co/q7cK7aQnQZ,1
1965,The joy I have for overnight stakeouts ,1
1966,@Arlo2121 @BillBruno @AtomicDeke @ftwpodcast @followthatband @joeftwpodcast,0
1967,Gutted Doyle has gone back to #wwfc. I don't think we saw what he's capable of. #cpfc ,1
1968,@dairymanNZ Its called  @DairyGirlNZ,0
1969,"Sunset for January 04, 2015 at 04:39PM! Temperatures: 6℃. It's Partly Cloudy.",0
1970,Can't wait for my boyfriend to come home and kick my butt into shape....  :see-no-evil_monkey::face_with_tears_of_joy: @DylanJohannink,1
1971,Hmmm what to have for dinner,0
1972,When you have Challah French Toast on Christmas ,1
1973,@LitaMacWolfZERO as far as what? A room?,0
1974,@mrsdtownsend why would you do this... @LennySimples #superman  #childagain http://t.co/OapnORPW6F,1
1975,Woohoo admitting someone who literally needs nothing but med refills!  http://t.co/9zQCcc7q5a,0
1976,@TonyBrown03 that's the easy part. Giving my man money to go grab all mine tomorrow morning can't be dealing with town to stressfull,0
1977,"Family time is nice and all, but I'm ready to be back at work on this fine morning. ",1
1978,"If loose lips sink ships, then loose tweets sink fleets. ? (@ NASNI Theatre in Coronado, CA) https://t.co/dvFfrwO74Q",1
1979,"Seriously tho if you need me anytime over winter break just shoot me a text. Probably won't respond cuz I'll most likely be eating, but hey",0
1980,@PolicyMic Scream this message: We want the security footage!!! #AntonioMartin #Ferguson #EndRacism #SocialJustice #BlackLivesMatter,0
1981,Oh the  @LabourEoin .@David_Cameron You would not need to take to twitter to peddle piffle,1
1982,"Lovely first day of 2015; friends, family swim, sort & cleanse, curry, less time on social media, more time on others #startasyoumeantogoon",0
1983,@craigavonc left out blue bin as per calendar but not lifted. Checked your website and it indicates green bin  happy,0
1984,@OuttaHerrrrreee well I face peyton today in my one league so I hope he only has 2 TD passes and they're both to D Thomas for me lol,0
1985,Why do I have to have a good game then a bad game and then a good game then a bad game again. :expressionless_face::pouting_face:,0
1986,2 and half hour walk #Proud,0
1987,@ShotofPatron #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,1
1988,My year is ending perfectly:face_with_tears_of_joy: ,1
1989,"To be fair, DeBlasio only asked #BlackLivesMatter folks to stop protesting until the post-funerals. So police protesting him is cool. ",1
1990,@SP_EnergyPeople are actually going to contact me rather than just apologising via Twitter?,0
1991,Go get it you broke ass bitches. my fault,0
1992,The things I see in Bath & Body Works #WorstOutfit  Cute #WTF http://t.co/IDqkQmBveA,0
1993,Seems as if @ProudMaryBoise wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd?,0
1994,"Christmas part two began at my parents house today.Many gifts,mountains of wrapping paper,excited nephew,missing batteries, veggie chilli.",0
1995,You're great at keeping a conversation. .,1
1996,@UberFacts: Men with shaved heads are perceived as an inch taller and 13% stronger than men with hair. @KOJAK_M,0
1997,@ReedWilkerson I was tempted but I didn't want to one-up your tats with mine,0
1998,Awesome rainy day at the track!!  http://t.co/inZFxQcjGU,1
1999,I just love working Sunday's.  http://t.co/97bcc557Pi,1
2000,"burger king hacking (07/13 and 11/13) was the weirdest and funniest, definetely ",1
2001,"Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty",0
2002,"I don't know how you can love, but also freaking hate someone so much!! :unamused_face:",0
2003,Love people that don't act like adults. ,1
2004,The spicy cali roll is just cali roll with a dab of sauce on it W T F,0
2005,@DarkNetNews @Bipartisanism But it's not a time capsule! It' current in time,0
2006,"Azealia Banks call Iggy ""Igloo Australian""...WOOOW an incredible rapper diss another one ",1
2007,What do you call a Chinese millionaire?,0
2008,Customers during Christmas time are SO NICE. ,1
2009,First day of Christmas shopping tomorrow. Can not wait. ,1
2010,. which is why i've visited #pakistan as many times as i have .. sez @BarackObama ,1
2011,"@MattHDGamer FUT14 ofc, the corners <3___<3 they where faaaantastic ",1
2012,Small amount of lads with birds nests' for hair cuts  #ha #3allover,1
2013,"You keep cops and civilians accountable with body cameras RIP Eric Gardner .Cameras don't keep people accountable , people do",1
2014, is just #one of the many services I offer to #people who ask #stupid questions.,0
2015,What an awesome performance by the Choral students @VictoriaArts tonight! They're developing young stars of the future right here in #yeg!,0
2016,"Every parent wants their child to get ahead, help your child with a sponsorship/grant from @TheMMBF #charity",0
2017,When one ear breaks on your headphones it's so frustrating!  #today,0
2018,@stellabearrr @oliviaboxall sounds like flat 8 are having a wonderful morn!|#HAH  #WOTWOT,1
2019,@daiyafoods tried the pizza tonight we got from @evermancoop down here in #Pensacola. #YUMMY! Great job :-) http://t.co/U5Ao7JVnf2,0
2020,@BarackObama So that is what happened the ACORN voter fraud people.,0
2021,Wow am I glad that I have to cycle through this weather.||,1
2022,"@UGpk yeah in the ""honour"" of the picture those lyrics sketched ... :flushed_face:",0
2023,3:30am is a great time to learn the male reproductive system. with the biggest and brightest power point slides ever.  #biology,1
2024,MVP goes to Concordia Wifi. ,1
2025,Such a good lie in ,1
2026,I can't wait to go to the post office to get bent over with $100 shipping fees to mail my folks' #Christmas gifts to Montana.  ,1
2027,Can't wait until this weekend is over...then no more Xmas parties!!!!!! #HateSchmoozing,0
2028,"The silence in #TimesSquare for #EricGarner last night is only broken by #NYPD siren. , watch on ifussss app. http://t.co/4qJQ9lM07U",1
2029,Towing company commuter car being towed.  http://t.co/O3NbsLQahp,1
2030,@Crystal_SWI it must be a really bad game if a superb comedian like Philly Phil can't squeeze some humor out of it. ,1
2031,I love when this happens  http://t.co/CkMiXBPGAR,1
2032,LOL..It was an RSS agenda modi bribed UN officals to make yoga day international..  #secularindia #AntiConversionLaw #hypocrites,1
2033,What am i doing with my life,0
2034,I just found out I have a 13th grade education: https://t.co/OujZNnuE96||I must have slept through that entire year ,1
2035,#notcies #eu Keeping deficits down: How successful is the EUs budget-surveillance mechanism? http://t.co/2oRy3l6hiW,0
2036,These girls can wake up people from the dead!  #worth #watching,0
2037,@Gomez_Nei im done with finals thursday that would be nice lol you leave friday at what time? :airplane:️,0
2038,@uovervindelig to the same sex. ,0
2039,Simply having a wonderful christmas time :D,0
2040,"@ITVDean if aguero is out for a long time, city could buy bony in January!",0
2041,I'm happy with the two hours of sleep I got last night  :weary_face:,1
2042,"The secret of #change is to focus all your energy, not on fighting the old, but on building the new. ~Source Unknown|#Quotes|#QvAW",0
2043,3rdeye Brand Has Designed The Accessory For Your Easy To Carry And Comfortable http://t.co/tvkHUmWaGZ,0
2044,@TorteDeLini I'll check it out. :-),0
2045,Last day of sewing selfie! #fashionmajor #rough #sewing #weresogood  @_erikarose http://t.co/YmThYUCcjd,1
2046,"If BJPee hv balls ,do dare to lift ristrictions 2mro ahead of Modi's #Kashmir visit,Kashmiris wl show u how much thy love #Modi.|",1
2047,She's got something you just can't trust|It's something mysterious....,0
2048,"@SusanCarlson111 If it's a ""Blue Ribbon Panel"", then it will be all good. ",1
2049,#Indonesia -- #Four #large #parts of #crashed #AirAsia #jet #found #on #sea #floor. http://t.co/X25ajY5qiZ via @reuters,0
2050,"@DSzymborski @Swydan Paul believes Rubby, Webster, Kelly, etc. are bad players based on '15 projections. I believe in their upside.",0
2051,@KimKardashian cropped her own child out of her picture. #motheroftheyear  http://t.co/fLEYWkFyZQ,1
